seq_id,tm
31390,47.11250055075133
31391,46.828785868644246
31392,47.02884996527855
31393,48.352735206402755
31394,48.82733148545036
31395,48.82733148545036
31396,48.82733148545036
31397,48.63036134189445
31398,48.55220790867914
31399,48.069020524295674
31400,48.54361680334327
31401,48.54361680334327
31402,48.54361680334327
31403,48.46647129174591
31404,48.54361680334327
31405,48.34664665978737
31406,48.25990212123618
31407,48.54361680334327
31408,48.43336099899224
31409,48.54361680334327
31410,47.97692157195047
31411,48.54361680334327
31412,48.54361680334327
31413,48.54361680334327
31414,48.54361680334327
31415,48.89467819374863
31416,48.886087088412765
31417,48.886087088412765
31418,48.886087088412765
31419,48.886087088412765
31420,48.886087088412765
31421,48.68911694485686
31422,48.60237240630568
31423,48.946874149166845
31424,48.77583128406174
31425,48.886087088412765
31426,48.319391857019966
31427,48.886087088412765
31428,48.55220790867914
31429,48.069020524295674
31430,48.54361680334327
31431,48.54361680334327
31432,48.54361680334327
31433,48.55220790867914
31434,48.89467819374863
31435,48.41149080936517
31436,48.886087088412765
31437,48.886087088412765
31438,48.886087088412765
31439,48.68911694485686
31440,48.60237240630568
31441,48.946874149166845
31442,48.886087088412765
31443,48.77583128406174
31444,48.886087088412765
31445,48.319391857019966
31446,48.81049825992936
31447,48.886087088412765
31448,49.11890314007192
31449,49.110312034736054
31450,49.110312034736054
31451,49.110312034736054
31452,49.110312034736054
31453,49.110312034736054
31454,48.826597352628966
31455,49.171099095490135
31456,49.00005623038503
31457,49.110312034736054
31458,48.89467819374863
31459,48.41149080936517
31460,48.81049825992936
31461,48.886087088412765
31462,48.886087088412765
31463,48.886087088412765
31464,48.886087088412765
31465,48.77583128406174
31466,48.319391857019966
31467,48.886087088412765
31468,48.069020524295674
31469,48.55220790867914
31470,48.069020524295674
31471,48.54361680334327
31472,48.54361680334327
31473,48.34664665978737
31474,48.46647129174591
31475,48.60440386409735
31476,48.54361680334327
31477,48.43336099899224
31478,48.74917805223505
31479,48.835922590786225
31480,48.75147558604439
31481,48.352735206402755
31482,48.82733148545036
31483,48.82733148545036
31484,49.92253710051702
31485,48.069020524295674
31486,48.482829742589196
31487,48.28585959903329
31488,48.55220790867914
31489,48.54361680334327
31490,48.55220790867914
31491,48.54361680334327
31492,48.82733148545036
31493,48.82733148545036
31494,48.82733148545036
31495,48.75147558604439
31496,48.82733148545036
31497,48.63036134189445
31498,48.55220790867914
31499,48.069020524295674
31500,48.54361680334327
31501,48.54361680334327
31502,48.54361680334327
31503,49.11890314007192
31504,48.63571575568846
31505,49.110312034736054
31506,49.110312034736054
