seq_id,tm
31390,50.01287985995809
31391,49.805981942462275
31392,49.88857666588759
31393,49.90779250204427
31394,49.9584366987554
31395,49.9584366987554
31396,49.9584366987554
31397,49.9584366987554
31398,49.87216629310471
31399,49.82160955099952
31400,49.822674106918164
31401,50.00286890818013
31402,49.87216629310471
31403,49.87859059556588
31404,49.87216629310471
31405,49.87216629310471
31406,49.796012404917626
31407,49.87216629310471
31408,49.87508892403306
31409,49.87216629310471
31410,49.87216629310471
31411,49.87216629310471
31412,49.83264898233679
31413,50.01287985995809
31414,49.882151077232585
31415,49.88518445161035
31416,49.835679346451705
31417,50.015921184059984
31418,49.88518445161035
31419,49.88518445161035
31420,49.88518445161035
31421,49.88518445161035
31422,49.80901068493267
31423,49.88518445161035
31424,49.888107845434625
31425,49.88518445161035
31426,49.88518445161035
31427,49.88518445161035
31428,49.882151077232585
31429,49.831584213286014
31430,49.83264898233679
31431,50.01287985995809
31432,49.882151077232585
31433,49.93170234586182
31434,49.88518445161035
31435,49.834614512651456
31436,50.015921184059984
31437,49.88518445161035
31438,49.88518445161035
31439,49.88518445161035
31440,49.80901068493267
31441,49.88518445161035
31442,49.88518445161035
31443,49.888107845434625
31444,49.88518445161035
31445,49.88518445161035
31446,49.891610431010655
31447,49.88518445161035
31448,49.882151077232585
31449,49.83264898233679
31450,50.01287985995809
31451,49.882151077232585
31452,49.882151077232585
31453,49.882151077232585
31454,49.57264296019568
31455,49.882151077232585
31456,49.8850742932937
31457,49.882151077232585
31458,49.88518445161035
31459,49.834614512651456
31460,49.891610431010655
31461,50.015921184059984
31462,49.88518445161035
31463,49.88518445161035
31464,49.88518445161035
31465,49.888107845434625
31466,49.88518445161035
31467,49.88518445161035
31468,49.88108525047567
31469,49.882151077232585
31470,49.831584213286014
31471,49.882151077232585
31472,49.882151077232585
31473,49.882151077232585
31474,49.88857666588759
31475,49.882151077232585
31476,49.882151077232585
31477,49.8850742932937
31478,49.882151077232585
31479,49.9584366987554
31480,49.96487211417236
31481,49.90779250204427
31482,50.08936540723041
31483,49.9584366987554
31484,49.93170234586182
31485,49.88108525047567
31486,49.882151077232585
31487,49.882151077232585
31488,49.751764006775595
31489,49.70239130552054
31490,49.882151077232585
31491,49.89213786038958
31492,49.908858899464455
31493,50.08936540723041
31494,49.9584366987554
31495,49.96487211417236
31496,49.9584366987554
31497,49.9584366987554
31498,49.882151077232585
31499,49.831584213286014
31500,49.83264898233679
31501,50.01287985995809
31502,49.882151077232585
31503,49.882151077232585
31504,49.831584213286014
31505,49.83264898233679
31506,50.01287985995809
31507,49.882151077232585
31508,49.882151077232585
31509,49.882151077232585
31510,49.882151077232585
31511,49.805981942462275
31512,49.882151077232585
31513,49.8850742932937
31514,49.882151077232585
31515,49.88518445161035
31516,49.891610431010655
31517,49.834614512651456
31518,49.835679346451705
31519,50.015921184059984
31520,49.88518445161035
31521,49.88518445161035
31522,49.88518445161035
31523,49.88518445161035
31524,49.888107845434625
31525,49.88518445161035
31526,49.88518445161035
31527,49.88518445161035
31528,49.882151077232585
31529,49.882151077232585
31530,50.01287985995809
31531,49.882151077232585
31532,49.882151077232585
31533,49.882151077232585
31534,49.805981942462275
31535,49.882151077232585
31536,49.882151077232585
31537,49.882151077232585
31538,49.882151077232585
31539,50.01287985995809
31540,49.882151077232585
31541,49.882151077232585
31542,49.805981942462275
31543,49.882151077232585
31544,49.882151077232585
31545,49.882151077232585
31546,49.93170234586182
31547,49.88108525047567
31548,50.01287985995809
31549,49.882151077232585
31550,49.882151077232585
31551,49.882151077232585
31552,49.831584213286014
31553,49.83264898233679
31554,50.01287985995809
31555,49.882151077232585
31556,49.882151077232585
31557,49.882151077232585
31558,49.831584213286014
31559,49.83264898233679
31560,50.01287985995809
31561,49.882151077232585
31562,49.882151077232585
31563,49.882151077232585
31564,50.08936540723041
31565,49.9584366987554
31566,49.882151077232585
31567,49.831584213286014
31568,50.01287985995809
31569,49.882151077232585
31570,49.882151077232585
31571,49.831584213286014
31572,49.83264898233679
31573,50.01287985995809
31574,49.882151077232585
31575,49.882151077232585
31576,49.805981942462275
31577,49.882151077232585
31578,49.8850742932937
31579,49.879228032469015
31580,49.82866413169071
31581,50.00994915461703
31582,49.879228032469015
31583,49.879228032469015
31584,49.879228032469015
31585,49.80306336113474
31586,49.879228032469015
31587,49.879228032469015
31588,49.83264898233679
31589,50.01287985995809
31590,49.882151077232585
31591,49.882151077232585
31592,49.41953753985802
31593,49.882151077232585
31594,49.88857666588759
31595,49.8850742932937
31596,49.882151077232585
31597,49.89213786038958
31598,49.831584213286014
31599,49.83264898233679
31600,50.01287985995809
31601,49.882151077232585
31602,49.882151077232585
31603,49.882151077232585
31604,49.83264898233679
31605,50.01287985995809
31606,49.882151077232585
31607,49.882151077232585
31608,49.882151077232585
31609,49.805981942462275
31610,49.882151077232585
31611,49.882151077232585
31612,49.8850742932937
31613,49.882151077232585
31614,49.882151077232585
31615,49.831584213286014
31616,49.83264898233679
31617,50.01287985995809
31618,49.882151077232585
31619,49.882151077232585
31620,49.882151077232585
31621,49.882151077232585
31622,49.805981942462275
31623,49.882151077232585
31624,49.882151077232585
31625,49.882151077232585
31626,49.882151077232585
31627,49.831584213286014
31628,49.83264898233679
31629,49.882151077232585
31630,49.882151077232585
31631,49.882151077232585
31632,49.882151077232585
31633,49.88857666588759
31634,49.8850742932937
31635,49.882151077232585
31636,49.882151077232585
31637,49.882151077232585
